2013-07,0.04602
2013-08,0.046
2013-09,0.04726
2013-10,0.04412
2013-11,0.04318
2013-12,0.04481
2014-01,0.04588
2014-02,0.04388
2014-03,0.044
2014-04,0.04435
2014-05,0.04311
2014-06,0.04226
2014-07,0.04203
2014-08,0.04211
2014-09,0.04207
2014-10,0.04154
2014-11,0.04095
2014-12,0.04023
2015-01,0.03893
2015-02,0.03851
2015-03,0.03914
2015-04,0.03786
2015-05,0.03907
2015-06,0.04051
2015-07,0.04127
2015-08,0.04004
2015-09,0.03978
2015-10,0.03895
2015-11,0.03988
2015-12,0.0401
2016-01,0.04023
2016-02,0.03748
2016-03,0.03766
2016-04,0.03725
2016-05,0.03695
2016-06,0.03698
2016-07,0.03557
2016-08,0.03552
